date,expiry,strike,spot_price,option_price,bsm_price,binomial_price,abs_error,binomial_error,delta,gamma,vega,theta,rho
2025-07-01,2025-07-31,57600.0,57459.45,895.25,680.7043462973124,682.0653868396231,214.54565370268756,213.1846131603769,0.5532262900212908,0.0002681333001154904,65.13243012085131,-15.469935777471797,25.56770466071223
2025-07-01,2025-07-31,59000.0,57459.45,342.3,174.4891136477927,173.9102340728537,167.81088635220732,168.3897659271463,0.2112888829973088,0.00019614812435046172,47.64646538527588,-9.32134602882785,9.83511278999336
2025-07-01,2025-07-31,50900.0,57459.45,6270.0,6841.058616466129,6841.058580597477,571.058616466129,571.058580597477,0.9999996334652264,1.2777522946620877e-09,0.00031037962091239675,-9.360977804012082,41.60413999121701
2025-07-01,2025-07-31,60200.0,57459.45,130.55,35.03248938567958,34.24269660368537,95.51751061432043,96.30730339631464,0.05630814146223029,7.685181221922115e-05,18.66812248561898,-3.3769796453651004,2.6304676845667956
2025-07-01,2025-07-31,60400.0,57459.45,110.1,25.704618534049132,25.396938037035287,84.39538146595086,84.70306196296471,0.04310073928804804,6.20834448562338e-05,15.08072899568496,-2.7031535132862063,2.014389168945685
2025-07-01,2025-07-31,61900.0,57459.45,595.35,1.7018178169011833,1.6072775143096396,593.6481821830988,593.7427224856904,0.003773708624763657,7.625665476883173e-06,1.852355241158604,-0.31614052423383987,0.17682197607310265
2025-07-01,2025-07-31,59900.0,57459.45,167.2,54.482828146115025,53.66330077629032,112.71717185388496,113.53669922370966,0.08198054285390638,0.0001026970645521544,24.946209134332456,-4.582816113132398,3.826910198581459
2025-07-01,2025-07-31,49600.0,57459.45,6807.3,8133.86615572148,8133.866155532241,1326.5661557214798,1326.5661555322404,0.9999999987429279,5.2172129068656906e-12,1.2673164986805826e-06,-9.121854722259727,40.54157570305302
2025-07-01,2025-07-31,49400.0,57459.45,6979.35,8332.759638778225,8332.759638702802,1353.4096387782247,1353.409638702802,0.9999999995261394,2.0160519646901905e-12,4.897204623731211e-07,-9.085072943047303,40.37810164437863
2025-07-01,2025-07-31,53800.0,57459.45,3640.8,3958.2593107443536,3958.213086842503,317.4593107443534,317.4130868425027,0.9973908559278742,5.470344058851781e-06,1.328804747477145,-10.064577201967744,43.850359484301805
2025-07-01,2025-07-31,59200.0,57459.45,293.65,137.50612529390492,137.1182885607831,156.14387470609506,156.53171143921688,0.17519751784720883,0.00017493679130933267,42.494007012979765,-8.175973462503842,8.16102484238786
2025-07-01,2025-07-31,57700.0,57459.45,841.95,628.0345947442365,628.2247187923184,213.91540525576352,213.72528120768163,0.5264008267972142,0.0002699521747945951,65.57425412363033,-15.260543387850518,24.344110185673106
2025-07-01,2025-07-31,61600.0,57459.45,646.1,3.0969693874598647,2.96918037625221,643.0030306125402,643.1308196237478,0.006525730946234237,1.242085885764465e-05,3.0171587088886174,-0.5189044063324014,0.30564488353244296
2025-07-01,2025-07-31,58700.0,57459.45,430.65,244.16797492338992,243.74623491056775,186.48202507661006,186.90376508943223,0.2731488165779741,0.00022552744098548145,54.7830138367535,-11.030499813399619,12.699298186683189
2025-07-01,2025-07-31,48700.0,57459.45,7592.9,9028.886830026546,9028.886830024008,1435.9868300265462,1435.9868300240087,0.9999999999875606,5.751420943565565e-14,1.3970813119483306e-08,-8.956337026536275,39.805942330897544
2025-07-01,2025-07-31,63000.0,57459.45,19.85,0.14936362566569272,0.12292760399032708,19.70063637433431,19.727072396009675,0.00039247363575912607,9.628973450419016e-07,0.23389800525515456,-0.039038411894781314,0.01841256626675673
2025-07-01,2025-07-31,54800.0,57459.45,2964.45,2972.923786680083,2972.8220515173057,8.473786680083322,8.372051517305863,0.9810348167790333,3.1386149441653355e-05,7.624029482315629,-11.01219024631091,43.88777853394021
2025-07-01,2025-07-31,49700.0,57459.45,6721.9,8034.419414286662,8034.419413974186,1312.5194142866621,1312.5194139741861,0.9999999979739463,8.303522286366917e-12,2.017013869000154e-06,-9.14024566168172,40.623312714491014
2025-07-01,2025-07-31,46500.0,57459.45,9613.05,11216.715145710703,11216.7151457104,1603.6651457107037,1603.6651457103999,1.0,6.825603401784187e-20,1.6580116546802248e-14,-8.551738637437063,38.00772727749805
2025-07-01,2025-07-31,48000.0,57459.45,9350.0,9725.014021378833,9725.01402137849,375.0140213788327,375.0140213784907,0.9999999999997727,1.1361766374081005e-15,2.7598938814780857e-10,-8.82760117416733,39.23378299611624
2025-07-01,2025-07-31,52400.0,57459.45,4369.95,5349.380511864954,5349.376297927895,979.4305118649545,979.4262979278956,0.9999334534174051,1.8299491936712812e-07,0.0444514120141608,-9.642718315285594,42.8270513080272
2025-07-01,2025-07-31,53600.0,57459.45,3265.0,4156.700780167033,4156.678926819673,891.7007801670334,891.6789268196726,0.9983502691179276,3.609023956090361e-06,0.8766702998966811,-9.970619309133516,43.73256706085019
2025-07-01,2025-07-31,51000.0,57459.45,6634.85,6741.611925678895,6741.611868978394,106.76192567889484,106.76186897839398,0.9999994584646688,1.8606682033204852e-09,0.0004519760942734922,-9.379387895807994,41.68586873260177
2025-07-01,2025-07-31,46000.0,57459.45,11599.0,11713.94885382134,11713.94885382104,114.94885382134089,114.94885382104076,1.0,1.7579998645673382e-21,4.2703686294122953e-16,-8.459784458539888,37.59904203795506
2025-07-01,2025-07-31,51900.0,57459.45,4291.9,5846.5954988585945,5846.594581281057,1554.6954988585949,1554.6945812810573,0.9999863121595125,4.0946246034012e-08,0.009946278613558152,-9.546181407650153,42.420877812620795
2025-07-01,2025-07-31,59700.0,57459.45,195.45,72.0401494212665,72.01574985543894,123.40985057873348,123.43425014456105,0.1035554454787293,0.00012208090533349187,29.65475020185513,-5.511299586743015,4.831396267636854
2025-07-01,2025-07-31,51500.0,57459.45,6163.65,6244.379115115218,6244.378840433336,80.72911511521852,80.7288404333367,0.9999965337161314,1.1048738101839401e-08,0.0026838559851823053,-9.471643807574754,42.09441510749602
2025-07-01,2025-07-31,48900.0,57459.45,7415.85,8829.993346787589,8829.993346781006,1414.1433467875886,1414.1433467810057,0.9999999999635051,1.6486419617726196e-13,4.004726653616228e-08,-8.993118701728934,39.96941642557432
2025-07-01,2025-07-31,53700.0,57459.45,3210.0,4057.4544609103323,4057.40777538016,847.4544609103323,847.4077753801598,0.9979197960264375,4.455840796131027e-06,1.082371116003268,-10.015087651171713,43.79380944894325
2025-07-01,2025-07-31,49300.0,57459.45,7065.9,8432.206380356714,8432.206380309084,1366.3063803567147,1366.3063803090845,0.9999999997121319,1.2398030126640612e-12,3.0116133673505546e-07,-9.066682081120895,40.29636460528976
2025-07-01,2025-07-31,51800.0,57459.45,5000.0,5946.040943313339,5946.040209338484,946.0409433133391,946.0402093384837,0.9999902008185655,2.97916366296422e-08,0.007236705363079463,-9.52742788770818,42.339325480365176
2025-07-01,2025-07-31,59300.0,57459.45,271.35,121.53995117158229,120.82988070097,149.81004882841773,150.52011929903003,0.15875461214954734,0.00016416108467283134,39.8764732743415,-7.613689089227793,7.397599518825801
2025-07-01,2025-07-31,65000.0,57459.45,11.75,0.0007008360926130941,0.0003785506472682858,11.749299163907386,11.749621449352732,2.3714641944352716e-06,7.68289567367776e-09,0.0018662570645871762,-0.00030349933340496644,0.0001114209799021896
2025-07-01,2025-07-31,53900.0,57459.45,3030.0,3859.126734855352,3859.09681088716,829.126734855352,829.0968108871598,0.9967445745956806,6.678178939384656e-06,1.622200684945374,-10.119814680419841,43.90131642073678
2025-07-01,2025-07-31,57200.0,57459.45,1119.9,917.7875510980812,917.5429056341603,202.11244890191892,202.35709436583977,0.6573939052572095,0.0002492057736885953,60.53473266279847,-15.84704604262993,30.292360009589
2025-07-01,2025-07-31,52200.0,57459.45,4580.0,5548.262987938571,5548.261179183038,968.2629879385713,968.2611791830377,0.9999640146086077,1.0241506974330818e-07,0.024877709596327638,-9.603343195225419,42.6650295709019
2025-07-01,2025-07-31,54500.0,57459.45,3280.8,3266.588694835511,3266.5258991285928,14.211305164489204,14.274100871407427,0.9889751989325954,1.9678060884307894e-05,4.780010259482862,-10.617953975601223,44.02141010915508
2025-07-01,2025-07-31,60000.0,57459.45,153.05,47.167647307753214,47.011200578772296,105.8823526922468,106.03879942122771,0.07257606816438457,9.361605726323188e-05,22.740335889875578,-4.155138937061283,3.388778065134488
2025-07-01,2025-07-31,49200.0,57459.45,7152.85,8531.65312195236,8531.653121922593,1378.80312195236,1378.8031219225923,0.9999999998263629,7.569357677093101e-13,1.8386774777718626e-07,-9.048291229060982,40.2146275627977
2025-07-01,2025-07-31,60300.0,57459.45,120.05,30.05411601799642,29.819817320360322,89.99588398200358,90.23018267963968,0.04934712061828749,6.92123053086107e-05,16.812405013008235,-3.027074863879454,2.305811748322572
2025-07-01,2025-07-31,58200.0,57459.45,613.45,404.57931774270037,405.7130732661195,208.87068225729968,207.73692673388052,0.39358629450377786,0.00026086213415776096,63.36618658289858,-13.56114694883269,18.25534741806772
2025-07-01,2025-07-31,56200.0,57459.45,1801.25,1674.222342914596,1674.6431539457628,127.02765708540392,126.60684605423717,0.8627190859882915,0.00014893818382075217,36.1786687660703,-14.25523896530008,39.36751384313042
2025-07-01,2025-07-31,55200.0,57459.45,2616.7,2586.514945070543,2586.4131702113923,30.185054929456783,30.28682978860752,0.9634505715508322,5.429456021399599e-05,13.188726083471455,-11.72700332444942,43.37492465624048
2025-07-01,2025-07-31,56700.0,57459.45,1441.65,1269.876870757369,1270.8652251389638,171.77312924263106,170.78477486103634,0.7726112678070933,0.00020460452983549397,49.70061620910197,-15.389882916939037,35.44433559554048
2025-07-01,2025-07-31,52600.0,57459.45,4699.2,5150.507051416709,5150.5013920892825,451.3070514167093,451.3013920892827,0.9998797736053263,3.191285806816457e-07,0.07751972609094418,-9.683859388950133,42.98797381320809
2025-07-01,2025-07-31,62400.0,57459.45,27.25,0.5897438943020603,0.5143707873787284,26.66025610569794,26.735629212621273,0.0014171428659266576,3.1419477615630354e-06,0.7632125250210469,-0.1288143762396198,0.06644260746843897
2025-07-01,2025-07-31,54600.0,57459.45,2928.05,3168.4299855384597,3168.2275886829807,240.37998553845955,240.1775886829805,0.986725304582184,2.3115391265697157e-05,5.614974364171406,-10.73676860761203,43.995832863153126
2025-07-01,2025-07-31,61700.0,57459.45,41.1,2.5445335735062713,2.372231572962152,38.55546642649373,38.72776842703785,0.005455007563205599,1.0596034349793582e-05,2.573889429432342,-0.44149700515072415,0.25553194582531036
2025-07-01,2025-07-31,50600.0,57459.45,6265.0,7139.398768467305,7139.398755959905,874.3987684673048,874.3987559599054,0.9999998906725067,3.976509098871297e-10,9.659363491800823e-05,-9.305776148206528,41.358941054494565
2025-07-01,2025-07-31,57800.0,57459.45,792.5,578.0408862330296,577.9364750806816,214.4591137669704,214.5635249193184,0.499501755069407,0.0002705445926000938,65.71815870878395,-15.005426912628117,23.114839918429983
2025-07-01,2025-07-31,51700.0,57459.45,4371.55,6045.4867572294825,6045.486300267035,1673.9367572294823,1673.9363002670352,0.9999930271868691,2.1540103503376897e-08,0.005232320213958197,-9.508768219514254,42.25772267569566
2025-07-01,2025-07-31,48800.0,57459.45,7504.2,8929.440088406373,8929.440088402329,1425.2400884063727,1425.240088402329,0.9999999999786149,9.773937613213292e-14,2.374193389347681e-08,-8.974727863678057,39.88767937838206
2025-07-01,2025-07-31,51600.0,57459.45,5180.0,6144.932839398949,6144.93239119559,964.932839398949,964.9323911955898,0.9999950685797575,1.5476011228640423e-08,0.0037592877104961264,-9.490179433789928,42.176082578553036
2025-07-01,2025-07-31,60600.0,57459.45,94.8,18.630920401621097,18.36580402846314,76.1690795983789,76.43419597153687,0.032547922342678906,4.9361184413071406e-05,11.990356636352356,-2.131269609910467,1.5218258597682905
2025-07-01,2025-07-31,50800.0,57459.45,6569.7,6940.505323719066,6940.505292218256,370.8053237190661,370.805292218256,0.9999997535055786,8.71677149273367e-10,0.00021173964960165915,-9.342573533903739,41.52240864069619
2025-07-01,2025-07-31,59400.0,57459.45,253.7,107.11513755504075,107.27719193128556,146.58486244495924,146.42280806871443,0.14338258451536318,0.00015340239234540963,37.2630724923211,-7.063115489071257,6.683481623240748
2025-07-01,2025-07-31,56600.0,57459.45,1512.65,1346.9668513274883,1346.3593929212532,165.68314867251183,166.29060707874692,0.7928238700336665,0.0001938914921934419,47.0983054356827,-15.202164389582745,36.33555342548916
2025-07-01,2025-07-31,59800.0,57459.45,179.85,62.74337215023843,62.35695061562245,117.10662784976157,117.49304938437754,0.09229314575378095,0.0001122001659942463,27.25461353744767,-5.035265062121322,4.307153442437137
2025-07-01,2025-07-31,63500.0,57459.45,16.5,0.04373074539360644,0.03569819840515972,16.456269254606394,16.46430180159484,0.00012314580386686637,3.2639279279793173e-07,0.07928428046685815,-0.01312900525575365,0.005779857053099513
2025-07-01,2025-07-31,52300.0,57459.45,4941.6,5448.820915912605,5448.81844184203,507.22091591260505,507.2184418420293,0.9999509204648318,1.3731796161178742e-07,0.0333559932136933,-9.622858915753303,42.74614438437565
2025-07-01,2025-07-31,62000.0,57459.45,33.45,1.3853134213194664,1.2788526076077318,32.064686578680536,32.17114739239227,0.0031230645863499946,6.433338842267536e-06,1.5627264215495384,-0.266075125592354,0.14635418632177705
2025-07-01,2025-07-31,55000.0,57459.45,2808.05,2778.804921664705,2778.8575958532297,29.245078335295148,29.192404146770514,0.9734220397664168,4.171799419995539e-05,10.133744450392115,-11.341623130756123,43.687800083171275
2025-07-01,2025-07-31,54200.0,57459.45,2745.0,3562.2519879289393,3562.210042626563,817.2519879289393,817.2100426265629,0.993870484672882,1.1750898974483087e-05,2.8544183284323323,-10.328012262179852,44.00958857474653
2025-07-01,2025-07-31,53500.0,57459.45,4206.6,4255.988706806202,4255.950078259183,49.3887068062013,49.35007825918274,0.9986986279197959,2.9065747305643834e-06,0.7060379126649927,-9.93050263103389,43.66741246785198
2025-07-01,2025-07-31,51400.0,57459.45,5500.0,6343.825529595284,6343.825337269597,843.825529595284,843.8253372695972,0.9999975785991183,7.837781865210911e-09,0.0019038805676819903,-9.453147769616363,42.012727675102866
2025-07-01,2025-07-31,58600.0,57459.45,462.7,271.5855328669786,271.3381211041805,191.11446713302138,191.36187889581947,0.29567582286932076,0.00023423351263801616,56.89781122779595,-11.58031253040577,13.740644899316393
2025-07-01,2025-07-31,57900.0,57459.45,745.95,530.7198292906214,532.0122256072772,215.23017070937863,213.93777439272287,0.4726513709465204,0.00026990884268285017,65.56372829286256,-14.705824503608916,21.885672318117052
2025-07-01,2025-07-31,50300.0,57459.45,5585.85,7437.738971983243,7437.7389677460815,1851.8889719832423,1851.888967746081,0.9999999692612004,1.1649138836580972e-10,2.829699708745248e-05,-9.250594290629987,41.113733639821014
2025-07-01,2025-07-31,61200.0,57459.45,58.75,6.588512669373813,6.356732077280134,52.16148733062619,52.393267922719865,0.012923324958033172,2.2585621300731537e-05,5.486287605725563,-0.9546128856020601,0.6049139437730017
2025-07-01,2025-07-31,56900.0,57459.45,1307.15,1122.096846466622,1121.6839502272112,185.053153533378,185.4660497727889,0.729157911109992,0.00022457822710567304,54.552439690723396,-15.679324628348017,33.51362933347595
2025-07-01,2025-07-31,49100.0,57459.45,7240.2,8631.099863558542,8631.099863541036,1390.8998635585422,1390.8998635410362,0.9999999998960132,4.587778220727247e-13,1.1144201195553707e-07,-9.029900383219303,40.13289051819159
2025-07-01,2025-07-31,64000.0,57459.45,14.65,0.011873486563651614,0.008127358471867819,14.63812651343635,14.641872641528133,3.5679860832017195e-05,1.015923542582971e-07,0.024677863255668914,-0.0040586670610396605,0.001675291802400492
2025-07-01,2025-07-31,49500.0,57459.45,7920.0,8233.31289722753,8233.312897096517,313.3128972275299,313.3128970965172,0.9999999992254792,3.2548001378318508e-12,7.906255673702616e-07,-9.103463820511164,40.45983867802925
2025-07-01,2025-07-31,56100.0,57459.45,1890.0,1760.208308575311,1760.6768102476647,129.7916914246889,129.32318975233534,0.877385196551143,0.00013773051125598064,33.45620590961814,-13.989012257512975,39.989476046626244
2025-07-01,2025-07-31,60700.0,57459.45,86.7,15.7886211039729,15.529466791055052,70.9113788960271,71.17053320894495,0.028140892019606803,4.375424236152114e-05,10.628370783767227,-1.8817692047384136,1.3160314165907037
2025-07-01,2025-07-31,57100.0,57459.45,1180.2,983.4674277544764,983.901084833194,196.73257224552367,196.29891516680607,0.6820873422495142,0.00024184956210976011,58.747830639042704,-15.830703254452361,31.404572145094004
2025-07-01,2025-07-31,57300.0,57459.45,1061.95,854.6215315025547,855.9493578006459,207.32846849744533,206.00064219935416,0.6320536145888085,0.00025558447265299335,62.08418647693365,-15.820625187080804,29.147532767081383
2025-07-01,2025-07-31,49000.0,57459.45,8651.0,8730.546605171126,8730.546605159681,79.54660517112643,79.54660515968135,0.9999999999381725,2.76035150322486e-13,6.705187357010173e-08,-9.011509541266992,40.05115347228188
2025-07-01,2025-07-31,56500.0,57459.45,1581.95,1426.054734365105,1426.5313502621045,155.89526563489494,155.41864973789552,0.8119661084080989,0.00018285242434781007,44.416798458573695,-14.990887236622743,37.17457912882572
2025-07-01,2025-07-31,50700.0,57459.45,6050.0,7039.952042253768,7039.952024089079,989.952042253768,989.9520240890788,0.9999998353034424,5.907171512502798e-10,0.00014349147815070085,-9.324173389538903,41.44067547482681
2025-07-01,2025-07-31,56400.0,57459.45,1663.25,1507.0335262957306,1507.7669916120242,156.21647370426945,155.48300838797581,0.8300070163327771,0.00017160504654155855,41.68469077671187,-14.760008395720693,37.960038187665745
2025-07-01,2025-07-31,55100.0,57459.45,2677.2,2682.40023349438,2682.2267597572604,5.200233494379972,5.026759757260606,0.9687596046084631,4.771751270664371e-05,11.591091298871294,-11.52733176831211,43.54684424344551
2025-07-01,2025-07-31,55400.0,57459.45,2500.0,2396.5859279974757,2396.2881477298833,103.41407200252434,103.71185227011665,0.9506598455600429,6.920450454913095e-05,16.810510125571703,-12.166551370474155,42.926963782165096
2025-07-01,2025-07-31,61300.0,57459.45,54.85,5.480803035549343,5.313823876833586,49.36919696445066,49.53617612316641,0.010949163659807077,1.9560555869135022e-05,4.751467041664336,-0.8242112228345494,0.5125907825892758
2025-07-01,2025-07-31,50500.0,57459.45,6970.0,7238.845499872681,7238.845490522923,268.8454998726811,268.8454905229228,0.9999999279019429,2.6589262782818543e-10,6.458814699334062e-05,-9.2873809349734,41.27720577321585
2025-07-01,2025-07-31,51300.0,57459.45,5480.0,6443.272042930737,6443.271872044427,963.2720429307374,963.2718720444273,0.9999983190220426,5.524396778654276e-09,0.0013419347279527577,-9.43468100631544,41.93102578274002
2025-07-01,2025-07-31,49800.0,57459.45,6636.85,7934.9726729647155,7934.972672474409,1298.122672964715,1298.1226724744083,0.9999999967571693,1.3122407298155787e-11,3.187572285860604e-06,-9.15863665911341,40.70504970468823
2025-07-01,2025-07-31,59600.0,57459.45,212.2,82.46812477259118,81.67454909525549,129.7318752274088,130.5254509047445,0.11580448038307956,0.00013228533053202989,32.133513603793496,-6.00934046468474,5.401309829239684
2025-07-01,2025-07-31,53400.0,57459.45,3485.0,4355.3102745720025,4355.286096669129,870.3102745720025,870.2860966691287,0.9989789358355169,2.3275086998508493e-06,0.565376615599082,-9.894128049296032,43.59901638914143
2025-07-01,2025-07-31,61400.0,57459.45,51.35,4.545220145311305,4.2709156763870375,46.8047798546887,47.07908432361296,0.009245369780186629,1.6876356737365196e-05,4.0994465268489595,-0.7090037296331397,0.4328947746335615
2025-07-01,2025-07-31,64500.0,57459.45,12.85,0.0029925054063537626,0.002064962982954209,12.847007494593646,12.847935037017045,9.559081552464473e-06,2.909602018877414e-08,0.007067732731905941,-0.0011554673438852949,0.00044898662720827475
2025-07-01,2025-07-31,47500.0,57459.45,9600.0,10222.247729489427,10222.247729489123,622.247729489427,622.2477294891232,0.9999999999999897,5.4530961038831736e-17,1.3246150357880839e-11,-8.735646995233271,38.82509775658354
2025-07-01,2025-07-31,58900.0,57459.45,368.8,195.71813425206346,195.38039347522727,173.08186574793655,173.41960652477275,0.23090908079053635,0.00020637511898828948,50.1307111440374,-9.896533812821547,10.744266286009081
2025-07-01,2025-07-31,57400.0,57459.45,1003.8,794.0246845071088,794.3558099671316,209.7753154928912,209.4441900328684,0.6061707309112597,0.0002609065685912133,63.37698017933195,-15.749672086907694,27.974968865549485
2025-07-01,2025-07-31,52500.0,57459.45,5170.25,5249.942321521747,5249.938845008588,79.69232152174663,79.68884500858803,0.9999102943684391,2.423893963618435e-07,0.05887896211986033,-9.663013947397593,42.90768759635084
2025-07-01,2025-07-31,50100.0,57459.45,6384.25,7636.63245051659,7636.632448826962,1252.3824505165903,1252.382448826962,0.9999999872406662,4.9660060571053715e-11,1.2062956833590767e-05,-9.213810389013105,40.95026039699104
2025-07-01,2025-07-31,52800.0,57459.45,3900.0,4951.649160412511,4951.642550656998,1051.6491604125113,1051.6425506569976,0.9997877299417182,5.433257075793988e-07,0.1319795924882695,-9.727781363528106,43.147071714071615
2025-07-01,2025-07-31,47000.0,57459.45,10550.0,10719.481437600065,10719.481437599761,169.48143760006496,169.4814375997612,0.9999999999999997,2.1400706624590445e-18,5.198459229654074e-13,-8.643692816334307,38.41641251704102
2025-07-01,2025-07-31,51200.0,57459.45,5500.0,6542.718626241178,6542.718525854405,1042.7186262411778,1042.718525854405,0.9999988403355443,3.868761784979329e-09,0.0009397633807731172,-9.416235738793015,41.8493134849948
2025-07-01,2025-07-31,59500.0,57459.45,230.4,94.12589596594262,93.72450316160119,136.2741040340574,136.67549683839883,0.12907181200196027,0.00014275003094206299,34.67550062255823,-6.527406822924682,6.018303642879529
2025-07-01,2025-07-31,55900.0,57459.45,2010.95,1936.404672262266,1936.7365980317686,74.54532773773394,74.21340196823144,0.9034016409337304,0.0001160362360043164,28.186435738427434,-13.446675670507718,41.07333431086633
2025-07-01,2025-07-31,55600.0,57459.45,2290.0,2209.6421661409768,2209.871803316247,80.35783385902323,80.12819668375278,0.9345886647571897,8.640798840650455e-05,20.98941930877631,-12.653807342556883,42.32162341400674
2025-07-01,2025-07-31,54700.0,57459.45,2286.2,3070.52767096398,3070.524820100144,784.3276709639804,784.3248201001443,0.9840945204282273,2.700737060837431e-05,6.56037753662157,-10.867965030803779,43.952056619881404
2025-07-01,2025-07-31,56800.0,57459.45,1373.95,1194.8876718364336,1195.3710573566734,179.06232816356646,178.57894264332663,0.7513710990884237,0.00021487269182016798,52.194861954215696,-15.550171578477244,34.50286226932594
